Age,Attrition,Business_Travel,Department,Distance_From_Home,Education,Education_Field,Employee_Number,Environment_Satisfaction,Gender,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Stock_Option_Level,Total_Working_Years,Training_Times_Last_Year,Work_Life_Balance,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager
59,No,Travel Rarely,Research & Development,2,3,Life Sciences,1032,3,Female,2,4,Manufacturing Director,4,Single,13726.0,3,Yes,13,3,1,0,30,4,3,5,3,4,3
37,Yes,Travel Rarely,Research & Development,11,2,Medical,1033,1,Female,1,2,Healthcare Representative,2,Married,4777.0,5,No,15,3,1,0,15,2,1,1,0,0,0
55,No,Travel Frequently,Research & Development,18,4,Medical,1034,3,Male,3,2,Healthcare Representative,2,Married,6385.0,3,Yes,14,3,4,2,17,3,3,8,7,6,7
41,No,Non-Travel,Research & Development,7,1,Life Sciences,1035,2,Female,1,5,Research Director,3,Divorced,19973.0,1,Unknown,22,4,2,2,21,3,3,21,16,5,10
38,No,Travel Rarely,Sales,3,4,Life Sciences,1036,2,Male,3,2,Sales Executive,4,Single,6861.0,8,Yes,12,3,3,0,19,1,3,1,0,0,0
26,Yes,Non-Travel,Sales,29,2,Medical,1037,2,Male,1,2,Sales Executive,1,Single,4969.0,8,No,18,3,4,0,7,6,3,2,2,2,2
52,Yes,Travel Rarely,Sales,2,1,Marketing,1038,1,Female,1,5,Sales Manager,4,Married,19845.0,1,No,15,3,4,1,33,3,3,32,14,6,9
44,No,Travel Rarely,Sales,28,3,Medical,1039,4,Female,4,4,Sales Executive,4,Married,13320.0,3,Yes,18,3,3,1,23,2,3,12,11,11,11
50,No,Non-Travel,Sales,1,3,Life Sciences,1040,4,Female,3,2,Sales Executive,3,Married,6347.0,0,No,12,3,1,1,19,3,3,18,7,0,3
36,Yes,Travel Rarely,Research & Development,16,4,Life Sciences,1042,3,Female,4,1,Laboratory Technician,1,Single,2743.0,1,No,16,3,3,0,18,1,3,17,13,15,14
39,No,Travel Frequently,Research & Development,22,3,Medical,1043,4,Female,3,3,Manufacturing Director,1,Single,10880.0,1,Yes,13,3,3,0,21,2,3,21,6,2,8
33,No,Non-Travel,Sales,8,1,Life Sciences,1044,2,Female,2,1,Sales Representative,4,Married,2342.0,0,No,19,3,4,0,3,2,2,2,2,2,2
45,No,Travel Rarely,Sales,11,2,Life Sciences,1045,4,Female,3,4,Sales Manager,4,Married,17650.0,3,No,13,3,2,1,26,4,4,9,3,1,1
32,No,Non-Travel,Research & Development,29,4,Medical,1046,4,Female,3,1,Laboratory Technician,3,Single,4025.0,9,No,12,3,2,0,10,2,3,8,7,7,7
34,No,Travel Rarely,Sales,1,4,Marketing,1047,2,Male,4,2,Sales Executive,4,Divorced,9725.0,0,No,11,3,4,1,16,2,2,15,1,0,9
59,No,Travel Rarely,Sales,1,2,Technical Degree,1048,2,Male,3,3,Sales Manager,4,Married,11904.0,3,Yes,14,3,3,1,14,1,1,6,4,0,4
45,No,Travel Rarely,Human Resources,24,4,Medical,1049,2,Male,3,1,Human Resources,2,Single,2177.0,1,No,16,3,1,0,6,3,3,6,3,0,4
53,No,Travel Rarely,Sales,2,3,Marketing,1050,3,Female,2,3,Sales Executive,2,Married,7525.0,2,No,12,3,1,1,30,2,3,15,7,6,12
36,Yes,Travel Rarely,Research & Development,15,3,Other,1052,1,Male,3,2,Laboratory Technician,3,Divorced,4834.0,7,No,14,3,2,1,9,3,2,1,0,0,0
26,Yes,Travel Frequently,Research & Development,2,3,Life Sciences,1053,1,Male,3,1,Research Scientist,1,Married,2042.0,6,Yes,14,3,2,1,6,2,3,3,2,1,2
34,No,Travel Rarely,Sales,10,4,Life Sciences,1055,3,Female,3,1,Sales Representative,3,Married,2220.0,1,Yes,19,3,4,1,1,2,3,1,1,0,0
28,No,Travel Rarely,Sales,10,1,Medical,1056,4,Male,3,1,Sales Representative,2,Married,1052.0,1,No,22,4,2,0,1,5,3,1,0,0,0
38,No,Travel Frequently,Research & Development,3,4,Other,1060,3,Male,3,1,Research Scientist,3,Married,2821.0,3,No,16,3,1,1,8,2,3,2,2,2,2
50,No,Travel Rarely,Research & Development,2,4,Medical,1061,2,Male,3,5,Research Director,3,Married,19237.0,2,Yes,11,3,4,1,29,2,2,8,1,7,7
37,No,Travel Rarely,Research & Development,3,3,Other,1062,4,Female,3,2,Healthcare Representative,2,Single,4107.0,3,No,15,3,1,0,8,3,2,4,3,0,1
40,No,Travel Rarely,Sales,26,3,Marketing,1066,3,Male,3,2,Sales Executive,1,Married,8396.0,1,No,14,3,2,1,8,3,2,7,7,7,5
26,No,Travel Frequently,Research & Development,1,1,Medical,1068,1,Female,2,1,Research Scientist,4,Divorced,2007.0,1,No,13,3,3,2,5,5,3,5,3,1,2
46,No,Travel Rarely,Research & Development,1,4,Medical,1069,4,Male,3,5,Research Director,4,Divorced,19627.0,9,No,17,3,4,2,23,0,3,2,2,2,2
54,No,Travel Rarely,Sales,2,4,Life Sciences,1070,3,Female,2,3,Sales Executive,3,Married,10686.0,6,No,11,3,2,1,13,4,3,9,4,7,0
56,No,Travel Frequently,Research & Development,9,3,Medical,1071,1,Female,3,1,Research Scientist,3,Married,2942.0,2,No,19,3,2,1,18,4,3,5,4,0,2
36,No,Travel Rarely,Research & Development,12,5,Medical,1073,4,Female,2,3,Manufacturing Director,4,Single,8858.0,0,No,11,3,2,0,15,2,2,14,8,7,8
55,No,Non-Travel,Research & Development,2,1,Medical,1074,3,Male,2,4,Research & Development Manager,1,Single,16756.0,7,No,15,3,2,0,31,3,4,9,7,6,2
43,No,Travel Rarely,Sales,25,3,Medical,1076,3,Male,2,3,Sales Executive,4,Divorced,10798.0,5,No,13,3,3,1,18,5,3,1,0,0,0
20,Yes,Travel Frequently,Sales,9,3,Marketing,1077,4,Female,3,1,Sales Representative,4,Single,2323.0,1,Yes,14,3,2,0,2,3,3,2,2,0,2
31,Yes,Travel Rarely,Research & Development,10,3,Life Sciences,1079,3,Female,2,1,Laboratory Technician,1,Single,1416.0,1,No,13,3,1,0,1,6,2,1,0,1,0
46,No,Travel Rarely,Research & Development,8,4,Life Sciences,1080,4,Female,2,2,Research Scientist,1,Divorced,4615.0,8,Yes,23,4,1,3,19,2,3,16,13,1,7
51,Yes,Travel Rarely,Research & Development,4,4,Life Sciences,1081,1,Male,3,1,Research Scientist,4,Married,2461.0,9,Yes,12,3,3,3,18,2,4,10,0,2,7
28,Yes,Non-Travel,Research & Development,24,2,Technical Degree,1082,2,Male,2,3,Healthcare Representative,1,Single,8722.0,1,No,12,3,1,0,10,2,2,10,7,1,9
26,No,Travel Rarely,Research & Development,1,2,Medical,1083,1,Male,2,1,Laboratory Technician,1,Married,3955.0,1,No,16,3,1,2,6,2,3,5,3,1,3
30,No,Travel Rarely,Research & Development,20,3,Other,1084,3,Male,3,2,Manufacturing Director,1,Married,9957.0,0,No,15,3,3,1,7,2,2,6,2,0,2
41,No,Travel Rarely,Research & Development,7,2,Technical Degree,1085,2,Female,4,1,Research Scientist,3,Married,3376.0,1,No,13,3,3,0,10,3,3,10,6,0,8
38,No,Travel Rarely,Research & Development,17,1,Life Sciences,1088,3,Female,2,3,Healthcare Representative,3,Married,8823.0,0,Unknown,18,3,1,1,20,4,2,19,9,1,9
40,No,Travel Rarely,Research & Development,20,4,Technical Degree,1092,1,Male,3,3,Healthcare Representative,4,Married,10322.0,4,Unknown,20,4,4,1,14,6,3,11,10,11,1
27,No,Non-Travel,Research & Development,8,5,Life Sciences,1094,1,Male,1,1,Laboratory Technician,3,Married,4621.0,1,No,19,3,4,3,3,4,3,3,2,1,2
55,No,Travel Frequently,Research & Development,2,1,Life Sciences,1096,4,Male,3,3,Manufacturing Director,2,Married,10976.0,3,No,18,3,2,1,23,4,3,3,2,1,2
28,No,Travel Rarely,Research & Development,10,3,Other,1097,3,Female,3,2,Research Scientist,3,Single,3660.0,3,Unknown,13,3,4,0,10,4,4,8,7,1,7
44,Yes,Travel Rarely,Human Resources,1,2,Medical,1098,2,Male,2,3,Human Resources,1,Married,2973.5,9,No,14,3,4,1,24,1,3,20,6,3,7
33,No,Travel Rarely,Research & Development,5,3,Life Sciences,1099,4,Male,2,3,Healthcare Representative,4,Divorced,7119.0,4,No,15,3,3,1,9,2,3,3,2,1,2
35,Yes,Travel Rarely,Sales,4,3,Technical Degree,1100,4,Male,3,3,Sales Executive,1,Single,9582.0,0,Yes,22,4,1,0,9,2,3,8,7,4,7
33,Yes,Travel Frequently,Research & Development,29,4,Medical,1101,1,Female,2,2,Research Scientist,3,Single,4508.0,1,No,22,4,2,0,14,4,3,13,7,3,8
31,No,Travel Rarely,Research & Development,15,2,Life Sciences,1102,1,Male,3,1,Laboratory Technician,3,Divorced,2207.0,1,No,16,3,4,1,4,5,2,4,2,2,2
36,No,Travel Frequently,Research & Development,3,1,Life Sciences,1103,1,Male,3,2,Healthcare Representative,4,Single,7756.0,0,No,17,3,3,0,7,1,2,6,2,0,4
37,No,Travel Rarely,Sales,10,4,Marketing,1105,4,Female,2,2,Sales Executive,4,Divorced,6694.0,2,Yes,14,3,3,3,8,5,3,1,0,0,0
25,Yes,Travel Rarely,Research & Development,4,1,Technical Degree,1106,4,Male,3,1,Laboratory Technician,4,Married,3691.0,1,Yes,15,3,2,1,7,3,4,7,7,5,6
26,Yes,Travel Rarely,Research & Development,21,3,Medical,1107,1,Male,3,1,Laboratory Technician,3,Divorced,2377.0,1,No,20,4,3,1,1,0,2,1,1,0,0
33,Yes,Travel Rarely,Research & Development,25,3,Medical,1108,1,Male,2,1,Research Scientist,2,Single,2313.0,4,Yes,20,4,2,0,5,0,3,2,2,2,2
42,No,Travel Rarely,Research & Development,2,2,Medical,1109,4,Male,3,4,Research & Development Manager,1,Married,17665.0,0,No,17,3,4,1,23,3,3,22,6,13,7
28,Yes,Travel Frequently,Research & Development,1,3,Medical,1111,1,Male,2,1,Laboratory Technician,2,Divorced,2596.0,1,No,15,3,1,2,1,2,3,1,0,0,0
50,Yes,Travel Frequently,Sales,1,4,Other,1113,4,Male,3,2,Sales Executive,3,Single,4728.0,3,Yes,14,3,4,0,5,4,3,0,0,0,0
33,No,Travel Frequently,Sales,7,3,Marketing,1114,4,Female,3,2,Sales Executive,2,Married,4302.0,0,No,17,3,3,1,4,3,3,3,2,0,2
34,No,Non-Travel,Research & Development,3,4,Life Sciences,1115,3,Male,2,1,Research Scientist,4,Married,2887.5,3,No,17,3,4,3,6,2,3,0,0,0,0
48,No,Non-Travel,Research & Development,1,4,Medical,1116,1,Male,4,4,Research & Development Manager,4,Single,16885.0,2,No,22,4,3,0,27,3,2,5,4,2,1
45,No,Non-Travel,Sales,9,4,Life Sciences,1117,2,Female,2,2,Sales Executive,3,Married,5593.0,1,No,13,3,4,1,15,2,3,15,10,4,12
52,No,Travel Rarely,Research & Development,7,4,Life Sciences,1118,2,Male,3,3,Healthcare Representative,2,Single,10445.0,7,No,19,3,4,0,18,2,3,8,6,4,0
38,No,Travel Rarely,Sales,10,4,Marketing,1119,3,Male,2,3,Sales Executive,3,Divorced,8740.0,0,Yes,14,3,2,2,9,2,3,8,7,2,7
29,No,Travel Rarely,Research & Development,28,4,Life Sciences,1120,3,Female,3,1,Research Scientist,4,Divorced,2514.0,4,No,22,4,1,1,11,1,3,7,5,1,7
28,No,Travel Rarely,Research & Development,3,3,Medical,1121,4,Female,3,3,Manufacturing Director,2,Divorced,7655.0,0,No,17,3,2,3,10,3,2,9,7,1,7
46,No,Travel Rarely,Sales,3,1,Marketing,1124,1,Male,3,4,Sales Manager,3,Married,17465.0,3,No,12,3,4,1,23,3,3,12,9,4,9
38,No,Travel Rarely,Sales,2,2,Marketing,1125,4,Male,3,3,Sales Executive,2,Married,7351.0,7,No,16,3,3,0,10,2,3,1,0,0,0
43,No,Travel Frequently,Research & Development,27,3,Life Sciences,1126,3,Female,3,3,Manufacturing Director,1,Married,10820.0,8,No,11,3,3,1,18,2,3,8,7,0,1
39,Yes,Travel Frequently,Research & Development,2,3,Life Sciences,1127,1,Male,3,4,Healthcare Representative,4,Divorced,12169.0,7,No,11,3,4,3,21,4,3,18,7,11,5
40,No,Travel Rarely,Research & Development,14,3,Medical,1128,3,Male,2,5,Research Director,3,Single,19626.0,1,No,14,3,1,0,21,2,4,20,7,4,9
21,No,Travel Rarely,Research & Development,1,1,Technical Degree,1131,4,Female,2,1,Research Scientist,2,Single,2070.0,1,Yes,11,3,3,0,2,6,4,2,2,2,2
39,No,Non-Travel,Research & Development,9,3,Life Sciences,1132,3,Male,3,2,Laboratory Technician,2,Single,6782.0,9,No,15,3,3,0,9,2,2,5,4,0,3
36,No,Non-Travel,Research & Development,18,4,Life Sciences,1133,1,Male,3,2,Manufacturing Director,4,Married,7779.0,2,No,20,4,1,0,18,0,3,11,9,0,3
31,No,Travel Frequently,Sales,20,3,Life Sciences,1135,3,Male,4,1,Sales Representative,4,Married,2791.0,0,No,12,3,1,1,3,4,3,2,2,2,2
28,No,Travel Rarely,Research & Development,2,1,Life Sciences,1136,1,Male,2,1,Research Scientist,2,Married,3201.0,0,No,17,3,1,0,6,2,1,5,3,0,4
35,No,Travel Frequently,Sales,11,2,Marketing,1137,4,Male,3,2,Sales Executive,4,Divorced,4968.0,1,No,11,3,4,1,5,3,3,5,2,0,2
49,No,Travel Rarely,Sales,8,4,Technical Degree,1138,4,Male,2,4,Sales Executive,2,Married,13120.0,6,No,17,3,2,1,22,3,3,9,8,2,3
34,No,Travel Frequently,Research & Development,2,2,Life Sciences,1140,4,Male,3,2,Manufacturing Director,3,Single,4033.0,2,No,11,3,4,0,5,3,2,3,2,0,2
29,No,Travel Frequently,Research & Development,10,3,Life Sciences,1143,4,Female,3,1,Research Scientist,2,Married,3291.0,0,No,14,3,4,2,8,2,2,7,5,1,1
42,No,Travel Rarely,Research & Development,29,3,Medical,1148,2,Male,1,2,Laboratory Technician,4,Single,4272.0,4,No,19,3,1,0,16,3,3,1,0,0,0
29,No,Travel Rarely,Research & Development,8,1,Medical,1150,2,Male,2,2,Manufacturing Director,4,Married,5056.0,1,Yes,15,3,3,1,10,2,2,10,7,1,2
38,No,Travel Rarely,Human Resources,1,3,Human Resources,1152,3,Male,4,1,Human Resources,3,Married,2844.0,1,No,13,3,4,1,7,2,4,7,6,5,0
28,No,Travel Frequently,Research & Development,6,3,Life Sciences,1154,3,Male,2,1,Research Scientist,3,Divorced,2703.0,1,Yes,14,3,4,1,3,2,3,3,1,0,2
18,Yes,Non-Travel,Research & Development,8,1,Medical,1156,3,Male,3,1,Laboratory Technician,3,Single,1904.0,1,No,12,3,4,0,0,0,3,0,0,0,0
33,Yes,Travel Rarely,Sales,9,4,Marketing,1157,1,Female,3,2,Sales Executive,1,Single,8224.0,0,Yes,17,3,1,0,6,3,3,5,2,0,3
41,No,Travel Rarely,Research & Development,12,4,Life Sciences,1158,2,Male,3,1,Laboratory Technician,4,Married,4766.0,3,Unknown,11,3,1,1,6,4,3,1,0,0,0
31,Yes,Travel Rarely,Research & Development,15,3,Medical,1160,3,Male,3,1,Laboratory Technician,3,Married,2610.0,1,No,12,3,3,1,2,5,2,2,2,2,2
37,No,Travel Rarely,Research & Development,25,2,Medical,1161,3,Female,2,2,Healthcare Representative,4,Divorced,5731.0,7,No,13,3,3,2,9,2,3,6,2,1,3
27,No,Travel Rarely,Research & Development,6,3,Life Sciences,1162,4,Male,2,1,Research Scientist,3,Married,2539.0,1,No,13,3,3,1,4,0,3,4,2,2,2
34,No,Travel Rarely,Sales,9,1,Life Sciences,1163,2,Female,3,2,Sales Executive,4,Married,5714.0,1,No,20,4,1,0,6,3,2,6,5,1,3
35,No,Travel Rarely,Human Resources,8,4,Technical Degree,1164,3,Male,3,1,Human Resources,3,Single,4323.0,1,No,17,3,2,0,6,2,1,5,4,1,4
29,Yes,Travel Rarely,Sales,23,1,Life Sciences,1165,4,Female,2,3,Sales Executive,1,Married,7336.0,1,No,13,3,1,1,11,3,1,11,8,3,10
40,No,Travel Frequently,Research & Development,9,4,Medical,1166,2,Female,3,3,Research Director,3,Single,13499.0,9,No,17,3,3,0,20,3,2,18,7,2,13
42,Yes,Travel Frequently,Sales,12,3,Life Sciences,1167,3,Male,3,4,Sales Executive,1,Single,13758.0,0,Yes,12,3,2,0,22,2,2,21,9,13,14
42,No,Travel Rarely,Sales,4,4,Marketing,1171,2,Male,3,2,Sales Executive,1,Single,5155.0,7,No,13,3,4,0,9,3,4,6,4,1,3
35,No,Travel Rarely,Research & Development,1,4,Medical,1172,4,Male,2,1,Laboratory Technician,3,Married,2258.0,6,No,12,3,2,1,10,2,3,8,0,1,7
24,No,Travel Rarely,Research & Development,24,3,Medical,1173,4,Male,3,1,Laboratory Technician,2,Single,3597.0,8,No,22,4,4,0,6,2,3,4,3,1,2
28,Yes,Travel Rarely,Research & Development,12,1,Life Sciences,1175,3,Female,3,1,Laboratory Technician,4,Married,2515.0,1,Yes,11,3,4,0,1,4,2,1,1,0,2
26,No,Travel Rarely,Research & Development,3,4,Medical,1177,1,Male,4,1,Laboratory Technician,4,Married,4420.0,1,Unknown,22,4,2,1,8,2,3,8,7,0,7
30,No,Travel Rarely,Sales,10,3,Marketing,1179,3,Male,2,2,Sales Executive,3,Married,6578.0,1,No,18,3,1,1,10,3,3,10,3,1,4
40,No,Travel Frequently,Research & Development,26,2,Medical,1180,3,Female,2,2,Research Scientist,4,Married,4422.0,3,Yes,13,3,4,1,16,3,1,1,1,0,0
35,No,Travel Rarely,Research & Development,2,3,Life Sciences,1182,3,Male,2,3,Manufacturing Director,2,Divorced,10274.0,2,No,18,3,2,1,15,2,4,7,7,6,7
34,No,Travel Frequently,Research & Development,1,3,Medical,1184,4,Male,2,2,Healthcare Representative,1,Single,5343.0,0,No,20,4,3,0,14,3,3,13,9,4,9
35,No,Travel Frequently,Research & Development,4,4,Other,1185,4,Male,2,1,Laboratory Technician,4,Married,2376.0,1,No,13,3,2,1,2,2,4,2,2,2,2
43,Yes,Travel Rarely,Sales,9,3,Marketing,1188,1,Female,1,2,Sales Executive,3,Single,5346.0,8,No,13,3,2,0,7,2,2,4,3,1,3
32,No,Travel Rarely,Sales,2,1,Life Sciences,1190,3,Female,3,1,Sales Representative,1,Divorced,2827.0,1,No,12,3,3,3,1,3,3,1,0,0,0
56,No,Travel Rarely,Research & Development,4,4,Technical Degree,1191,4,Female,3,5,Research & Development Manager,1,Divorced,19943.0,4,No,13,3,4,1,28,2,3,5,2,4,2
29,No,Travel Rarely,Research & Development,6,1,Medical,1192,2,Female,3,1,Laboratory Technician,4,Married,3131.0,1,No,13,3,1,1,10,5,3,10,8,0,8
19,No,Travel Rarely,Research & Development,9,2,Life Sciences,1193,3,Male,3,1,Research Scientist,1,Single,2552.0,1,No,25,4,3,0,1,4,3,1,1,0,0
45,No,Travel Rarely,Research & Development,7,3,Life Sciences,1195,1,Female,3,1,Research Scientist,3,Married,4477.0,4,Unknown,19,3,3,1,7,2,2,3,2,0,2
37,No,Travel Rarely,Research & Development,1,3,Life Sciences,1196,4,Female,2,2,Manufacturing Director,4,Married,6474.0,1,No,13,3,2,1,14,2,2,14,8,3,11
20,No,Travel Rarely,Research & Development,3,3,Life Sciences,1198,1,Male,2,1,Laboratory Technician,3,Single,3033.0,1,No,12,3,1,0,2,2,2,2,2,1,2
44,Yes,Travel Rarely,Research & Development,10,4,Life Sciences,1200,3,Male,3,1,Research Scientist,3,Single,2936.0,1,Yes,11,3,3,0,6,4,3,6,4,0,2
53,No,Travel Rarely,Research & Development,7,2,Medical,1201,4,Female,3,5,Research & Development Manager,3,Divorced,18606.0,3,No,18,3,2,1,26,6,3,7,7,4,7
29,No,Travel Rarely,Research & Development,15,1,Life Sciences,1202,2,Female,1,1,Research Scientist,4,Married,2168.0,0,Yes,18,3,1,1,6,2,2,5,4,1,3
22,Yes,Travel Frequently,Research & Development,3,4,Life Sciences,1203,3,Male,2,1,Research Scientist,4,Married,2853.0,0,Yes,11,3,2,1,1,5,3,0,0,0,0
46,No,Travel Rarely,Sales,2,3,Marketing,1204,3,Female,3,4,Sales Manager,1,Married,17048.0,8,No,23,4,1,0,28,2,3,26,15,15,7
44,No,Travel Rarely,Research & Development,17,3,Life Sciences,1206,4,Male,1,1,Research Scientist,3,Single,2290.0,2,No,13,3,4,0,6,3,3,0,0,0,0
33,No,Travel Rarely,Human Resources,2,3,Human Resources,1207,2,Male,3,1,Human Resources,3,Married,3600.0,1,No,13,3,4,1,5,2,3,5,4,1,4
41,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1210,1,Male,2,1,Research Scientist,1,Divorced,2107.0,6,No,17,3,1,1,5,2,1,1,0,0,0
30,No,Travel Rarely,Sales,29,4,Life Sciences,1211,3,Male,3,2,Sales Executive,1,Divorced,4115.0,8,No,19,3,3,3,8,3,3,4,3,0,3
40,No,Travel Frequently,Sales,2,4,Medical,1212,2,Male,3,2,Sales Executive,2,Married,4327.0,5,No,12,3,4,3,5,2,3,0,0,0,0
50,No,Travel Frequently,Research & Development,2,3,Medical,1215,4,Female,3,4,Research & Development Manager,1,Married,17856.0,2,No,22,4,3,1,32,3,3,2,2,2,2
28,No,Travel Rarely,Research & Development,19,4,Medical,1216,4,Male,2,1,Laboratory Technician,1,Married,3196.0,1,No,12,3,3,3,6,2,3,6,5,3,3
46,No,Travel Rarely,Research & Development,15,2,Life Sciences,1217,4,Male,3,5,Research Director,2,Married,19081.0,5,No,11,3,1,1,25,2,3,4,2,0,3
35,No,Travel Rarely,Sales,17,4,Life Sciences,1218,3,Male,3,2,Sales Executive,1,Married,8966.0,3,Yes,15,3,4,3,15,2,3,7,7,1,7
24,Yes,Travel Rarely,Research & Development,17,2,Life Sciences,1219,4,Female,3,1,Laboratory Technician,2,Married,2210.0,1,No,13,3,1,1,1,3,1,1,0,0,0
33,No,Travel Frequently,Sales,25,3,Medical,1220,2,Female,3,2,Sales Executive,3,Married,4539.0,1,No,12,3,1,1,10,2,2,10,7,0,1
36,No,Travel Rarely,Research & Development,6,4,Life Sciences,1221,3,Male,1,1,Laboratory Technician,3,Divorced,2741.0,1,No,14,3,3,1,7,4,3,7,7,1,7
30,No,Travel Rarely,Research & Development,7,4,Life Sciences,1224,3,Male,3,2,Laboratory Technician,3,Married,3491.0,1,No,13,3,1,3,10,4,2,10,7,8,9
44,No,Travel Rarely,Research & Development,29,4,Other,1225,4,Male,3,2,Research Scientist,4,Single,4541.0,1,No,25,4,2,0,20,3,3,20,11,13,17
20,No,Travel Rarely,Sales,21,3,Marketing,1226,3,Male,4,1,Sales Representative,4,Single,2678.0,1,No,17,3,4,0,2,2,3,2,1,2,2
46,No,Travel Rarely,Research & Development,2,4,Technical Degree,1228,4,Male,3,2,Manufacturing Director,4,Divorced,7379.0,2,No,11,3,3,1,12,3,2,6,3,1,4
42,No,Non-Travel,Human Resources,2,5,Medical,1231,4,Male,4,2,Human Resources,1,Married,6272.0,7,No,16,3,1,1,10,3,4,4,3,0,3
60,No,Travel Rarely,Sales,7,4,Marketing,1233,2,Male,4,2,Sales Executive,4,Married,5220.0,0,Yes,18,3,2,1,12,3,3,11,7,1,9
32,No,Travel Frequently,Research & Development,13,3,Other,1234,3,Female,2,1,Laboratory Technician,2,Married,2743.0,1,Unknown,20,4,3,1,2,2,3,2,2,2,2
32,No,Travel Frequently,Research & Development,2,2,Life Sciences,1235,4,Female,3,2,Research Scientist,3,Single,4998.0,4,Yes,14,3,4,0,10,2,3,8,7,0,7
36,No,Travel Rarely,Research & Development,1,3,Technical Degree,1237,3,Female,1,3,Manufacturing Director,1,Married,10252.0,2,Yes,21,4,3,1,17,2,3,7,7,7,7
33,No,Travel Rarely,Research & Development,9,3,Medical,1238,1,Male,3,1,Research Scientist,4,Married,2781.0,0,No,13,3,2,1,15,5,3,14,10,4,10
40,No,Travel Rarely,Sales,10,3,Technical Degree,1239,2,Female,2,2,Sales Executive,2,Divorced,6852.0,7,No,12,3,2,1,7,2,4,5,1,1,3
25,No,Travel Rarely,Sales,10,4,Life Sciences,1240,3,Male,3,2,Sales Executive,4,Single,4950.0,0,No,14,3,2,0,5,4,3,4,3,1,1
30,No,Travel Rarely,Research & Development,1,3,Medical,1241,4,Male,3,1,Research Scientist,2,Married,3579.0,0,Yes,21,4,1,1,12,2,3,11,9,5,7
42,No,Travel Frequently,Research & Development,26,5,Medical,1242,1,Female,3,3,Research Director,1,Married,13191.0,3,Yes,17,3,3,0,20,6,3,1,0,0,0
35,No,Non-Travel,Sales,8,2,Marketing,1243,3,Female,2,3,Sales Executive,4,Married,10377.0,4,Yes,11,3,2,1,16,6,2,13,2,4,12
27,No,Travel Rarely,Research & Development,14,3,Life Sciences,1244,1,Male,3,1,Research Scientist,1,Married,2235.0,1,Yes,14,3,4,2,9,3,2,9,7,6,8
54,No,Travel Frequently,Research & Development,1,4,Life Sciences,1245,4,Female,3,3,Manufacturing Director,3,Divorced,10502.0,7,No,17,3,1,1,33,2,1,5,4,1,4
44,No,Travel Rarely,Research & Development,2,1,Life Sciences,1246,1,Female,4,1,Research Scientist,4,Married,2011.0,1,No,13,3,4,1,10,5,3,10,5,7,2
19,Yes,Non-Travel,Research & Development,10,3,Medical,1248,1,Female,2,1,Research Scientist,2,Single,1859.0,1,Yes,25,4,2,0,1,2,4,1,1,0,0
29,No,Travel Rarely,Research & Development,1,3,Life Sciences,1249,1,Female,3,1,Research Scientist,4,Married,3760.0,1,No,15,3,1,3,3,5,3,3,2,1,2
54,No,Travel Rarely,Research & Development,3,3,Life Sciences,1250,4,Male,3,4,Research Director,4,Married,17779.0,3,No,14,3,1,0,36,2,3,10,9,0,9
31,No,Travel Rarely,Research & Development,11,2,Medical,1251,3,Male,3,2,Healthcare Representative,1,Married,6833.0,1,Yes,12,3,4,0,6,2,2,6,5,0,1
31,No,Travel Rarely,Research & Development,24,3,Medical,1252,3,Female,2,2,Healthcare Representative,1,Single,6812.0,1,No,19,3,2,0,10,2,3,10,9,1,3
59,No,Travel Rarely,Sales,3,3,Life Sciences,1254,3,Female,2,2,Sales Executive,4,Single,5171.0,5,No,17,3,4,0,13,2,3,6,1,0,5
43,No,Travel Rarely,Research & Development,3,3,Life Sciences,1255,3,Male,1,5,Research Director,4,Married,19740.0,3,No,14,3,2,1,25,2,3,8,7,0,7
49,No,Travel Rarely,Research & Development,4,2,Medical,1256,1,Male,2,5,Research & Development Manager,3,Married,18711.0,2,No,13,3,3,1,23,2,4,1,0,0,7
36,No,Travel Frequently,Research & Development,3,3,Technical Degree,1257,3,Male,3,1,Research Scientist,2,Married,3692.0,1,No,12,3,3,0,12,2,2,11,10,0,7
48,No,Travel Rarely,Research & Development,2,2,Technical Degree,1258,4,Male,4,1,Laboratory Technician,2,Single,2559.0,5,No,11,3,3,0,7,4,2,1,0,0,0
27,No,Travel Rarely,Research & Development,4,2,Life Sciences,1259,1,Male,3,1,Research Scientist,3,Married,2517.0,1,No,11,3,2,3,5,2,3,5,3,0,3
29,No,Travel Rarely,Research & Development,7,3,Life Sciences,1260,3,Male,3,2,Healthcare Representative,4,Divorced,6623.0,1,Yes,11,3,2,2,6,2,3,6,0,1,0
48,No,Travel Rarely,Research & Development,1,3,Life Sciences,1263,4,Male,2,5,Research Director,4,Single,18265.0,6,No,12,3,3,0,25,3,4,1,0,0,7
29,No,Travel Rarely,Research & Development,1,3,Life Sciences,1264,4,Female,2,4,Research Director,4,Divorced,16124.0,3,No,14,3,2,2,9,2,2,7,7,1,7
